,content,author
1584,"""but Asia?!?"" - Noble",braindead
1585,"""Contin- Contin- Conting-, I am spasming out"" - Ahmed",MuffinHead
1586,?,MuffinHead
1587,thats cap,Ritvikisalive
1588,Just read this now- but *tung* - Ritvik,MuffinHead
1589,"""broccoli flavored ice cream"" -Ahmed and Nitanth",NitroNith
1590,"""Your a hungry baby"" - Karthik",Ritvikisalive
1591,"""A hungry hippo baby"" - Ahmed",Ritvikisalive
1592,"""stop dropping chickens from heaven bruh"" - Ahmed",braindead
1593,"""I will throw chickens at you for the rest of my life"" - Ritvik",braindead
1594,"""I was just gonna swing Ahmed man"" - Nitanth",braindead
1595,“My butt hurts” - Nitanth,MuffinHead
1596,"""OnE-tIMe PoNy"" - Nitanth",MuffinHead
1597,*sings Never gonna give you up of key and sounds like he smokes* - Ahmed,Ritvikisalive
1598,"""dude I should just have a dictionary for all the words I make up"" - Ahmed",braindead
1599,"""nitanth- i see you love that wall quite a bit man 👀 "" - Ahmed",braindead
1600,"""then ill wanna eat you!! do you wanna get eaten by me??"" - Ahmed",braindead
1601,"""yes nitanth cause saying dont lag stops lag"" - Ritvik",Ritvikisalive
1602,"""Don't lag (x1000000000000)"" - Nitanth",Ritvikisalive
1603,“If people like your melons they will buy it”-Ahmed,NitroNith
1604,,Memebrane
1605,,WaltDisini
1606,,WaltDisini
1607,"""Peace my cheese"" - Ahmed",Memebrane
1608,"""He's trying to eat my sweets""-Ameera",NitroNith
1609,"""calculus is fun!!!"" - Karthik",braindead
1610,"""nom"" - Disini",Ritvikisalive
1611,"""LicHt"" - Nitanth",MuffinHead
1612,"""Imma go stalk nitanths house on google maps"" - Ritvik",Memebrane
1613,im not sleeping with sahib ;-; - Ameera,Gentleman
1614,"""grabbing a lemon is not sus at all lol""-Ameera",NitroNith
1615,"""grab ur popcorns everyone!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" - Nitanth",Ritvikisalive
1616,"""That’s why it’s A3 size and small"" - Nitanth",Ritvikisalive
1617,"""do you pledge to slice his neck off"" - Ameera",Ritvikisalive
1618,"""Intellectual robbery"" - Taejus",braindead
1619,"""Here i'll give you my address"" - Ameera",Ritvikisalive
1620,“Stop running into people”-Ameera,NitroNith
1621,"""Ameera said look to the right and I looked to the left"" - Karthik",braindead
1622,"""it can't fit its to big"" - Nitanth",Ritvikisalive
1623,"""Is it more reliable then a condom"" - Nitanth",Ritvikisalive
1624,I say let’s just shut up and eat parle-g with tea and cuddle with a movie on the tele - Mathew,Gentleman
1625,"""you cant say no to communism"" - Ameera",braindead
1626,"""Mezra stay right here"" - Ritvik",Memebrane
1627,"""I'm calling Gorge Judy"" - Rtivik",braindead
1628,"""I am coming 😉 "" - Ameera",Memebrane
1629,"""Imma go fall asleep watching her stream"" - Ahmed",Ritvikisalive
1630,"""Walking in heels is a skill, you have to have a whole license"" - Mathew",braindead
1631,"""I'm just going to come there"" - Nitanth",Ritvikisalive
1632,"""I stood up and the chair flipped"" - Ameera",Memebrane
1633,"""pentrest"" - Ritvik",braindead
1634,“Shlok thing”-Ameera,NitroNith
1635,""" i wanna go more potatoes"" - Ameera",Ritvikisalive
1636,"""Why didnt you tick your button"" - Ahmed",Ritvikisalive
1637,"""You need to work as a part time stripper"" - Nitanth",Ritvikisalive
1638,"""hes smarts"" - Mathew",Ritvikisalive
1639,'Send me a picture of your head' - Ahmed,Memebrane
1640,"""He's trapped- with me forEVER"" - Ahmed",braindead
1641,"""London as my little pony."" - Google 2021",MuffinHead
1642,"""U look realy sexy with those sunglasses on"" - Ahmed",Ritvikisalive
1643,"‘how can u hurt a beautiful, nice and hot kid like me?’  - Nitanth",Gentleman
1644,"""everything is fair in love and war ritivk"" -Nitanth",WaltDisini
1645,"""why did i find a picture of nitanth shirtless"" - Ahmed",Ritvikisalive
1646,"""I was in love with her mate"" - Ameera",Ritvikisalive
1647,"""Mathew is going to get eaten"" - Ameera",Ritvikisalive
1648,"""I taste really good and i know this"" - Nitanth",Ritvikisalive
1649,*Ahmex* - Ritvik,braindead
1650,“I’m the cutest in the group” - Ahmed,Ritvikisalive
1651,"""i mean flesh!!"" - Ahmed",braindead
1652,"""he would eat my meat""-Ahmed",NitroNith
1653,"""You cant have my cookie""-Ahmed",NitroNith
1654,"""Tell her that I like her""-Noel",NitroNith
1655,"""If I die just remember me!!!!!""-Noel",NitroNith
1656,"""Your in my pocket"" - Noel",NitroNith
1657,"""You wanna see my ass?""-Ahmed",NitroNith
1658,"""Oh that's right! Ahmed's pumping Mathew!"" - Ameera",MuffinHead
1659,"GG <@749866686634655786>, you just advanced to level 7!",MEE6
1660,"""Now I have to go pump Mathew's tyres""- Ahmed",braindead
1661,"""i am dying i am dying, they are killing me with crossbows, i am going to die"" - Ameera",Memebrane
1662,"""First i wondered why it was taking so long, then i realised i was using my fist"" - Ameera",Ritvikisalive
1663,,braindead
1664,"""Noooooooooooooo you stupid monkey""-Ahmed",NitroNith
1665,"""You mean Ali's mum 😉 "" - Ameera",Ritvikisalive
1666,"""what a baby"" - Ameera",Ritvikisalive
1667,"""You can't just zone out while someones insulting you- you cant win"" - Ahmed",braindead
1668,"""You cant publicly slander people"" - Ahmed",Memebrane
1669,"""i want some bread"" - Ameera",Ritvikisalive
1670,"""bro he's really fast"" - Ahmed",Ritvikisalive
1671,*13 different accents ensue* - Ameera,Ritvikisalive
1672,*dieing whale ensues* - Ameera,Ritvikisalive
1673,"""how did you burn your tongue "" - Ritvik ""Yes"" - Ameera",Ritvikisalive
1674,"""Is that a toothpick? a needle? a stick?"" - Ameera, ""It's a sword"" - Mathew",braindead
1675,"GG <@749866686634655786>, you just advanced to level 6!",MEE6
1676,'google = death' - Ameera,braindead
1677,"""Ronald Reagan nvm thats Ronald Reagon"" - Mathew",Ritvikisalive
1678,"""We should make a communistic cult"" - Ahmed, ""That would be soo much fun"" - Ameera",Memebrane
1679,"""Italy at last minute be like *neeeeeeeeeooooooooommmmm*"" - Ahmed",Memebrane
1680,"""holey shit this guy wont die"" - Ahmed",Ritvikisalive
1681,"""I thrive off of instability and chaos"" - Ahmed",braindead
1682,*Moans?????* - Ahmed,Ritvikisalive
1683,"""your so sexy"" - Nitanth",Ritvikisalive
1684,"""when she was my partner"" - Mathew",Ritvikisalive
1685,"""I can't keep it in my pants"" - Ahmed",Ritvikisalive
1686,"""can u hear me swallow my tea"" - Ahmed",Memebrane
1687,"""do i find pain sexy?"" - Ahmed",Ritvikisalive
1688,"""which / Witch Lady"" - Ahmed",Ritvikisalive
1689,"""U said i was a bad house"" - Ameera",Ritvikisalive
1690,"""Laugh later"" - Ahmed",Ritvikisalive
1691,"""loud clacking ensues"" - Ritvik",Ritvikisalive
1692,"""Everything just says file"" - Ameera",Ritvikisalive
1693,"""YOU WILL LIVE IN ME ONCE U DIE"" - Ahmed",Ritvikisalive
1694,“Sexting” - Ahmed,Ritvikisalive
1695,"GG <@709747337374990359>, you just advanced to level 7!",MEE6
1696,“Skippy” - Ahmed,Ritvikisalive
1697,"""Happy wheels, the car or the song?"" - Ritvik",Memebrane
1698,“Yes good child” - Ahmed,Ritvikisalive
1699,"""Lets perform karaoke on discord"" - Ahmed",Memebrane
1700,"""Christmas carols."" - Ahmed",braindead
1701,"""What did I miss?"" - Ameera",braindead
1702,“Madam (x10000)” - Ahmed,Ritvikisalive
1703,"""My name is not riii - tiii - viii - kiii"" - Ritvik",Memebrane
1704,“Ritivik” - Ahmed,Ritvikisalive
1705,"""Donals trump is a racist slut"" - Ritvik, ""He's a gold digger"" - Ritvik",Memebrane
1706,"""I am sooo funny"" - Ahmed, *Ritvik ded*",Memebrane
1707,“How deep it is” - Ahmed,Ritvikisalive
1708,"""I am a level 6"" - Ritvik",Memebrane
1709,"""We are the most chaotic people I know"" - Ahmed, ""We are the only people you know"" - Ritvik, ""That's deEp man"" - Ahmed",braindead
1710,*Psycho maniac laughter by ritvik*,Memebrane
1711,"""I stalk people on tik tok"" - Ritvik",Memebrane
1712,"""beep"" - Ameera *chaos ensues*",braindead
1713,"""You cant sue me if your dead"" - Ahmed",Memebrane
1714,Shush,Ritvikisalive
1715,*aniversery*,braindead
1716,“Celebrate the Aniversery of the deaths” - Ahmed,Ritvikisalive
1717,"GG <@749866686634655786>, you just advanced to level 4!",MEE6
1718,"""That sounds even mOre dArKer than me"" - Ritvik",braindead
1719,"""You guys just exaggerate my negatives"" - Ahmed",braindead
1720,"""I am the most wholesome person in this entire world"" - Ahmed",braindead
1721,"“I hate kids, they cry and you have to give them what they want to make them shut up” - Ahmed",Memebrane
1722,“U guys I need help” - Ameera,Ritvikisalive
1723,,braindead
1724,,braindead
1725,,braindead
1726,"""i can hear pictures"" - Ahmed",Ritvikisalive
1727,"""i followed a pig then i killed it"" - Ameera",Ritvikisalive
1728,"""i've got a flower does that count"" - Ameera",Ritvikisalive
1729,*insane laughter* - Ameera,Ritvikisalive
1730,"""i went to get water but i came back with a bowl of chips"" - Ameera",Ritvikisalive
1731,"""i'll excuse myself"" - Ameera",Ritvikisalive
1732,"""i mean Gride"" - Ameera",Ritvikisalive
1733,"""how do you spell grade"" - Ameera",Ritvikisalive
1734,"""send it to me"" - Ameera",Ritvikisalive
1735,"""i'll give it to you"" - Ahmed",Ritvikisalive
1736,"""give it to me"" - Mathew",Ritvikisalive
1737,,Memebrane
1738,"""Imagine you had a baby monitor and me just watching you sleep?"" - Ahmed",braindead
1739,"""Cat spams are OP"" - Ameera",braindead
1740,"“Actually, I’m the dumb one, I didn’t even realize my wife was here” - Ameera /nm",WaltDisini
1741,,Memebrane
1742,"""Let's get some of that keyboard ASMR too while we're at it"" - Ahmed",braindead
1743,"""I'm going to have to stop the ASMR for a second"" - Ahmed",braindead
1744,"""You ate fairy bread and I choked you"" - Ahmed",braindead
1745,"GG <@709747337374990359>, you just advanced to level 3!",MEE6
1746,“Oooooooooo im a ghost” - Disini,Ritvikisalive
1747,“Can you not spam the spam channel” - Ahmed,Ritvikisalive
1748,“we're talking about communism” - Ameera,Ritvikisalive
1749,,Memebrane
1750,'We have both equal yet opposite chaotic energy' (in regards to me and timin) - Timin,Memebrane
1751,“Okie baiiii” - Ritvik “ No “ - Ameera,Ritvikisalive
1752,“Do it (x10000)” - Ahmed,Ritvikisalive
1753,"""reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"" - Ahmed",Memebrane
1754,“I must find that axe” - Ameera,Ritvikisalive
1755,'If u go sad i am slicing ur throat through the screen' - Ameera,Memebrane
1756,'Dont go sad' - Ameera,Memebrane
1757,"""SHESH"" - the JMSS gang",MuffinHead
1758,“Ameera put it in there” - Ahmed,Ritvikisalive
1759,“He lives with one health” - Ahmed,Ritvikisalive
1760,'I am too buff' - Ahmed,Memebrane
1761,'Shesh kebab' - Ahmed,Memebrane
1762,"“Nvm nvm I’m dumb, I’m big dumb dumb” - Ahmed",Ritvikisalive
1763,'What am i even doing here man?' - Ahmed,Memebrane
1764,“Concentrate and ask tmr” - Ahmed,Ritvikisalive
1765,'It’s glitches as fuck' - Ritvik,Gentleman
1766,'You are going to quote me arent u?' - Ritvik,Memebrane
1767,'SMORT' - Ahmed,Memebrane
1768,“We have lost Ameera to the darkness of music” - Ritvik,Ritvikisalive
1769,“Why the hell do we not have me6” - Ahmed,Ritvikisalive
1770,'I am on a cleansing spree' - Ahmed,Memebrane
1771,“I mean your just a mix of everything” - Ahmed,Ritvikisalive
1772,*Pshycho* - Ahmed,MuffinHead
1773,"""you see we have a living breathing memelord(Ahmed), loverboi(Mathew), Pshycho(Ameera), Muffin(Karthik) and a child(Nitanth)"" - Ahmed",Memebrane
1774,'I just stole my mum's  spinny chair and now i am spinning from side to side' - Ritvik,Memebrane
1775,,Memebrane
1776,,Memebrane
1777,,Memebrane
1778,"""i can see you typing"" - Ahmed",Ritvikisalive
1779,"""did she just leave to listen to one song"" - Ahmed",Ritvikisalive
1780,"""i actually wanna listen to that (x2)"" - Ahmed",Ritvikisalive
1781,"""orange is the new black oxygen is the new drug new show"" - Ahmed",Ritvikisalive
1782,"""what im doing it to myself"" - Ahmed",Ritvikisalive
1783,'He is kinda special in the head' - Ahmed,Memebrane
1784,"""He is currently being dealt with."" - Karthik (mentally)",MuffinHead
1785,"""princess will be dealt with by Jesus "" - Ahmed",Ritvikisalive
1786,"""im moving you for real"" - Ahmed",Ritvikisalive
1787,"'This is like a cult, you cant just join and leave' - Ahmed",Memebrane
1788,"""huh what hello?"" - Ahmed",Ritvikisalive
1789,"""Oh pain just pain good old fasion pain"" - Mathew",Ritvikisalive
1790,'Some reason time has slowed down' - Mathew,Memebrane
1791,*has seizure* - Ahmed,Ritvikisalive
1792,'I can jump on and jump off anytime' - Mathew,Memebrane
1793,,Memebrane
1794,'SHEEEEEEEEEEEEEEEEEESH' - Ahmed & Karthik,Memebrane
1795,,braindead
1796,,Memebrane
1797,,braindead
1798,"""Krithik leave"" - Ritvik",Ritvikisalive
1799,"""Let it beee 🎵 "" ""Let it beeeee"" - Ritvik, ""buzz buzz""- Ameera",braindead
1800,"""enchante"" - Mathew",Memebrane
1801,,braindead
1802,,braindead
1803,"""XQC like excusy"" - Ahmed",Memebrane
1804,"""excusemwa you said what"" - Karthik",Ritvikisalive
1805,"""i always stick to my good ones 34 and 35"" - Ahmed",Ritvikisalive
1806,"""Im just pining the good ones"" - Ahmed",Ritvikisalive
1807,,Memebrane
1808,,Memebrane
1809,,MuffinHead
1810,"""Fax no printer."" - Siddharth Deshmuk and Karthik Vaideeswaran",MuffinHead
1811,"""someone give me an axe"" - Ameera",Ritvikisalive
1812,"""Princess"" - Ameera",Memebrane
1813,"""Fax"" - Ahmed and Karthik",Memebrane
1814,"""ameera every saturday be like teach me"" - Karthik",Ritvikisalive
1815,"""Just delete it"" - Ritvik",Memebrane
1816,"'Do Caffeine, Not other drugs' - Mathew",Gentleman
1817,"""Karthik teach me"" - Ameera",Memebrane
1818,'Caffeine is the one thing giving me the will to live' - Mathew,Gentleman
1819,"""why are we going to whats his name james bond"" - Ahmed",Ritvikisalive
1820,"""Im on sugar what do you want"" - Ameera",Ritvikisalive
1821,"""What does my left thumb do?"" - Ameera",MuffinHead
1822,"""Thats the point its pointless"" - Karthik",Memebrane
1823,*says load instead of loud* - Ritvik,braindead
1824,"""Oh god hes typing loud again"" - Ritvik",Ritvikisalive
1825,'I want to make myself invisible' - Ahmed,Memebrane
1826,"""who just said 'nunun'"" - deaf Mathew",braindead
1827,*Witch cackling in background*,MuffinHead
1828,"""You left and all hell ensued."" - Karthik",MuffinHead
1829,"""just keep swiming (x3) "" - Mathew",Ritvikisalive
1830,"""my watch was buzzing oh shit theres so much more"" - Ahmed",Ritvikisalive
1831,"'let-me-finish' 'I'm Kamala Harris, you're Mike Pence' 'STFU' - Mathew",braindead
1832,"""i am trying to finish"" - Mathew",Ritvikisalive
1833,*Gasp in confusion* - Mathew,MuffinHead
1834,"""I spent the last half an hour to get Nitanth to decide a gift FOR HIMSELF' - Mathew",braindead
1835,"""See this is why I love this group."" - Karthik",MuffinHead
1836,"""this is why i love this group"" - Karthik",Ritvikisalive
1837,"""Karthik you have some prime real estate"" - Ritvik",braindead
1838,"""Evil Gigles"" - Karthik",Ritvikisalive
1839,*malfunctions* - Mathew,braindead
1840,"""Somebody kill me (x10)."" - Mathew",MuffinHead
1841,"""Coffee fuck"" - Mathew",Ritvikisalive
1842,"""oh no GET QUOTED"" *evil giggles* - Karthik",braindead
1843,"""you've ben quoted"" - Karthik",Ritvikisalive
1844,"""No ritvik quote me"" - Karthik",Ritvikisalive
1845,"""the tryasic duo"" - Ritvik",Ritvikisalive
1846,"""[Ahmed, Nitanth, Mathew] - the *dangeristic* duo."" - Mathew",MuffinHead
1847,"""did you just say three people are a duo"" - Ritvik",Ritvikisalive
1848,"""That's the wrong person!!!"" - Ritvik",MuffinHead
1849,"""just leave man"" - Karthik",Ritvikisalive
1850,"""you did not need to quote that"" - Mathew",Ritvikisalive
1851,"""Just leave im trying to protect you"" - Karthik",Ritvikisalive
1852,"""My mums mad because of how loud i was laughing"" - Ameera",Ritvikisalive
1853,"""""I SWEAR TO LIFE WE ARE HIGH"" *PLEASDE DONT QUOTE ME*"" - Ritvik",braindead
1854,"""i nearly died cause i took a sip of water"" - Karthik",Ritvikisalive
1855,*KaTHik* - Ameera 21:18 on 04/09/2021,MuffinHead
1856,'i *chokes* cant' - Ritvik,braindead
1857,"""Hello kathik church"" - Ritvik",Ritvikisalive
1858,"""we need chest compressions stat"" - Karthik",Ritvikisalive
1859,"""no- I was apart of this group chat"" - Karthik",braindead
1860,"""I'm literally eating fairy bread and I wonder why I'm sugar-high."" - Ameera",MuffinHead
1861,"""what would you tell your therapist ""sorry i laughed to hard"" "" - Ameera",Ritvikisalive
1862,"""everything hurts"" - Karthik",Ritvikisalive
1863,"""i cants english"" - Ritvik",Ritvikisalive
1864,"""i sm losing oxygen"" - ritvik",braindead
1865,"""i am losing oxygen"" -Karthik",Ritvikisalive
1866,"""Exa- Exa- Exag-  *confused cackling*"" - Karthik",braindead
1867,"""If sleep was an app, then death is the premium version."" - Karthik",MuffinHead
1868,*gasps*,braindead
1869,"""If we love sleeping then doesnt that mean we love death?"" - Ritvik",braindead
1870,"""Slow down you are going to fast"" -Ameera",Ritvikisalive
1871,"""We should get the companies to change all the clocks to be manufactured to the time 8.54 for no particular reason"" *wink wink* - Karthik",braindead
1872,"""No idea"" - KArthik",Ritvikisalive
1873,"""but why"" - Ritvik",Ritvikisalive
1874,"""My brain is like the economy it crashes"" -Ameera",Ritvikisalive
1875,"""WEEZE"" -Karthik,Ameera,Ritvik",Ritvikisalive
1876,"""Wait does not haveing a brain make you smarter"" - Ritvik",Ritvikisalive
1877,"""WAIT- *crisis* WHAT IF I DONT HAVE A BRAIN"" - Karthik",braindead
1878,"""Get your brains checked at this point"" - Ritvik",braindead
1879,"""oUr bRaIns ArE sHriNkinG aT a RaPed RaTE"" - Ritvik",Ritvikisalive
1880,"""Get your ears checked"" - Karthik",braindead
1881,"""Yes you do you do its called suicide"" - karthik",Ritvikisalive
1882,"""You dont have a choice in doing life"" - Ameera",braindead
1883,"""If my life is a drug that means i'm addicted to it"" - Karthik",Ritvikisalive
1884,"""OxYgeN is a new drug"" - Ritvik",braindead
1885,"""Why are we so high?"" - Karthik",MuffinHead
1886,"""It's me duhhhhh"" -Ameera",Ritvikisalive
1887,"""Who's sexier Ahmed or Nitanth"" - Mathew",Ritvikisalive
1888,"'""I did a shell"", thats what ameera said- ""apparently it means she fell backwards"" - Ritvik",braindead
1889,"""I did a life and died"" - Karthik",MuffinHead
1890,"""that sums up my life so perfectly"" - Karthik",Ritvikisalive
1891,"""i was going to write something then i quit"" - Karthik",Ritvikisalive
1892,"""Kim John joined the fight"" - Ritvik",braindead
1893,"""Bring a knife to the fist fight"" - Ritvik",braindead
1894,"""I have a problem with JMSS kids because they're not in the vicinity to stab and kill them"" - Ahmed",braindead
1895,"""I can do both of you (Ahmed & Taejus) - Karthik 2021""",Memebrane
1896,"""Inmute me!!!!"" -Nitanth",braindead
1897,"Ahmed explaining why I cant pray ""period = no prayers for the duration it last""",braindead
1898,"""Noel Mathew - ABCD ( Australian Brought Confused Desi )"" - Mathew",braindead
1899,"""I pull English out of my ass""-Ahmed",NitroNith
1900,"""I imagined Ahmed twerking""-Ameera",NitroNith
